Position,Year,Week,Kernel,C,Epsilon,Gamma,Norm,Computed Error,ESPN Error

** WITH 2014 DATA: varying C, gamma=7, epsilon=0.0 **
Quarterback,2014,10,rbf,50,0.0,7.0,l2,252.32126934,157.0
Quarterback,2014,2,rbf,75,0.0,7.0,l2,173.51710204,188.0
Quarterback,2014,3,rbf,75,0.0,7.0,l2,179.00268167,227.0
Quarterback,2014,4,rbf,75,0.0,7.0,l2,144.25712602,163.0
Quarterback,2014,5,rbf,75,0.0,7.0,l2,216.9689833,209.0
Quarterback,2014,6,rbf,75,0.0,7.0,l2,232.72458352,237.0
Quarterback,2014,7,rbf,75,0.0,7.0,l2,212.70795165,197.0
Quarterback,2014,8,rbf,75,0.0,7.0,l2,259.93500302,226.0
Quarterback,2014,9,rbf,75,0.0,7.0,l2,214.5524117,180.0
Quarterback,2014,10,rbf,75,0.0,7.0,l2,255.50307561,157.0
Quarterback,2014,2,rbf,100,0.0,7.0,l2,173.85189619,188.0
Quarterback,2014,3,rbf,100,0.0,7.0,l2,180.55031133,227.0
Quarterback,2014,4,rbf,100,0.0,7.0,l2,144.21843604,163.0
Quarterback,2014,5,rbf,100,0.0,7.0,l2,216.04097073,209.0
Quarterback,2014,6,rbf,100,0.0,7.0,l2,234.39843902,237.0
Quarterback,2014,7,rbf,100,0.0,7.0,l2,213.08029564,197.0
Quarterback,2014,8,rbf,100,0.0,7.0,l2,261.49716846,226.0
Quarterback,2014,9,rbf,100,0.0,7.0,l2,215.04756307,180.0
Quarterback,2014,10,rbf,100,0.0,7.0,l2,256.85648907,157.0

** WITH 2014 DATA: varying gamma, C=13, epsilon=0.0 **

Quarterback,2014,2,rbf,13,0.0,0,l2,154.83256403,188.0
Quarterback,2014,3,rbf,13,0.0,0,l2,182.06237268,227.0
Quarterback,2014,4,rbf,13,0.0,0,l2,159.72867772,163.0
Quarterback,2014,5,rbf,13,0.0,0,l2,229.9561843,209.0
Quarterback,2014,6,rbf,13,0.0,0,l2,223.83676725,237.0
Quarterback,2014,7,rbf,13,0.0,0,l2,213.12591306,197.0
Quarterback,2014,8,rbf,13,0.0,0,l2,270.24594513,226.0
Quarterback,2014,9,rbf,13,0.0,0,l2,233.58761484,180.0
Quarterback,2014,10,rbf,13,0.0,0,l2,252.94347849,157.0
Quarterback,2014,2,rbf,13,0.0,1,l2,170.18292437,188.0
Quarterback,2014,3,rbf,13,0.0,1,l2,177.84511249,227.0
Quarterback,2014,4,rbf,13,0.0,1,l2,154.05571673,163.0
Quarterback,2014,5,rbf,13,0.0,1,l2,215.81124456,209.0
Quarterback,2014,6,rbf,13,0.0,1,l2,221.39448941,237.0
Quarterback,2014,7,rbf,13,0.0,1,l2,209.36809403,197.0
Quarterback,2014,8,rbf,13,0.0,1,l2,252.71221917,226.0
Quarterback,2014,9,rbf,13,0.0,1,l2,224.87807991,180.0
Quarterback,2014,10,rbf,13,0.0,1,l2,249.76593852,157.0
Quarterback,2014,2,rbf,13,0.0,5,l2,171.21205681,188.0
Quarterback,2014,3,rbf,13,0.0,5,l2,178.10594964,227.0
Quarterback,2014,4,rbf,13,0.0,5,l2,146.54813859,163.0
Quarterback,2014,5,rbf,13,0.0,5,l2,218.14640942,209.0
Quarterback,2014,6,rbf,13,0.0,5,l2,229.98401352,237.0
Quarterback,2014,7,rbf,13,0.0,5,l2,212.23538411,197.0
Quarterback,2014,8,rbf,13,0.0,5,l2,256.29054395,226.0
Quarterback,2014,9,rbf,13,0.0,5,l2,218.2575162,180.0
Quarterback,2014,10,rbf,13,0.0,5,l2,245.26969392,157.0
Quarterback,2014,2,rbf,13,0.0,7,l2,168.77989907,188.0
Quarterback,2014,3,rbf,13,0.0,7,l2,177.84211909,227.0
Quarterback,2014,4,rbf,13,0.0,7,l2,144.8992639,163.0
Quarterback,2014,5,rbf,13,0.0,7,l2,215.27703967,209.0
Quarterback,2014,6,rbf,13,0.0,7,l2,230.29668435,237.0
Quarterback,2014,7,rbf,13,0.0,7,l2,212.47888907,197.0
Quarterback,2014,8,rbf,13,0.0,7,l2,255.04553338,226.0
Quarterback,2014,9,rbf,13,0.0,7,l2,215.471053,180.0
Quarterback,2014,10,rbf,13,0.0,7,l2,246.15673988,157.0
Quarterback,2014,2,rbf,13,0.0,8,l2,169.91159129,188.0
Quarterback,2014,3,rbf,13,0.0,8,l2,178.29001062,227.0
Quarterback,2014,4,rbf,13,0.0,8,l2,144.59831577,163.0
Quarterback,2014,5,rbf,13,0.0,8,l2,214.96908146,209.0
Quarterback,2014,6,rbf,13,0.0,8,l2,229.96663158,237.0
Quarterback,2014,7,rbf,13,0.0,8,l2,212.65063234,197.0
Quarterback,2014,8,rbf,13,0.0,8,l2,256.05544789,226.0
Quarterback,2014,9,rbf,13,0.0,8,l2,215.0960957,180.0
Quarterback,2014,10,rbf,13,0.0,8,l2,247.84096739,157.0
Quarterback,2014,2,rbf,13,0.0,10,l2,169.53820094,188.0
Quarterback,2014,3,rbf,13,0.0,10,l2,179.02036418,227.0
Quarterback,2014,4,rbf,13,0.0,10,l2,145.46851234,163.0
Quarterback,2014,5,rbf,13,0.0,10,l2,214.94676685,209.0
Quarterback,2014,6,rbf,13,0.0,10,l2,230.536905,237.0
Quarterback,2014,7,rbf,13,0.0,10,l2,212.09863874,197.0
Quarterback,2014,8,rbf,13,0.0,10,l2,257.99037648,226.0
Quarterback,2014,9,rbf,13,0.0,10,l2,214.31657055,180.0
Quarterback,2014,10,rbf,13,0.0,10,l2,250.02339978,157.0
Quarterback,2014,2,rbf,13,0.0,13,l2,170.97490093,188.0
Quarterback,2014,3,rbf,13,0.0,13,l2,178.58765229,227.0
Quarterback,2014,4,rbf,13,0.0,13,l2,145.32636767,163.0
Quarterback,2014,5,rbf,13,0.0,13,l2,213.89231156,209.0
Quarterback,2014,6,rbf,13,0.0,13,l2,234.33240614,237.0
Quarterback,2014,7,rbf,13,0.0,13,l2,211.84850683,197.0
Quarterback,2014,8,rbf,13,0.0,13,l2,258.70405593,226.0
Quarterback,2014,9,rbf,13,0.0,13,l2,213.65987739,180.0
Quarterback,2014,10,rbf,13,0.0,13,l2,252.17470412,157.0
Quarterback,2014,2,rbf,13,0.0,50,l2,175.86564,188.0
Quarterback,2014,3,rbf,13,0.0,50,l2,169.83683224,227.0
Quarterback,2014,4,rbf,13,0.0,50,l2,147.79990372,163.0
Quarterback,2014,5,rbf,13,0.0,50,l2,219.16466168,209.0
Quarterback,2014,6,rbf,13,0.0,50,l2,234.53732321,237.0
Quarterback,2014,7,rbf,13,0.0,50,l2,224.97264542,197.0
Quarterback,2014,8,rbf,13,0.0,50,l2,270.71382174,226.0
Quarterback,2014,9,rbf,13,0.0,50,l2,222.5991865,180.0
Quarterback,2014,10,rbf,13,0.0,50,l2,258.94782828,157.0
Quarterback,2014,2,rbf,13,0.0,100,l2,174.0722044,188.0
Quarterback,2014,3,rbf,13,0.0,100,l2,152.50507518,227.0
Quarterback,2014,4,rbf,13,0.0,100,l2,156.08845825,163.0
Quarterback,2014,5,rbf,13,0.0,100,l2,231.42605366,209.0
Quarterback,2014,6,rbf,13,0.0,100,l2,226.65963723,237.0
Quarterback,2014,7,rbf,13,0.0,100,l2,226.5925904,197.0
Quarterback,2014,8,rbf,13,0.0,100,l2,259.99928362,226.0
Quarterback,2014,9,rbf,13,0.0,100,l2,223.41479539,180.0
Quarterback,2014,10,rbf,13,0.0,100,l2,264.40554543,157.0

** WITH 2014 DATA: varying epsilon, C=13, gamma=7 **
Quarterback,2014,2,rbf,13,0.0,7.0,l2,168.77989907,188.0
Quarterback,2014,3,rbf,13,0.0,7.0,l2,177.84211909,227.0
Quarterback,2014,4,rbf,13,0.0,7.0,l2,144.8992639,163.0
Quarterback,2014,5,rbf,13,0.0,7.0,l2,215.27703967,209.0
Quarterback,2014,6,rbf,13,0.0,7.0,l2,230.29668435,237.0
Quarterback,2014,7,rbf,13,0.0,7.0,l2,212.47888907,197.0
Quarterback,2014,8,rbf,13,0.0,7.0,l2,255.04553338,226.0
Quarterback,2014,9,rbf,13,0.0,7.0,l2,215.471053,180.0
Quarterback,2014,10,rbf,13,0.0,7.0,l2,246.15673988,157.0
Quarterback,2014,2,rbf,13,0.01,7.0,l2,169.23361651,188.0
Quarterback,2014,3,rbf,13,0.01,7.0,l2,177.98034081,227.0
Quarterback,2014,4,rbf,13,0.01,7.0,l2,145.05187593,163.0
Quarterback,2014,5,rbf,13,0.01,7.0,l2,215.46252762,209.0
Quarterback,2014,6,rbf,13,0.01,7.0,l2,230.00056216,237.0
Quarterback,2014,7,rbf,13,0.01,7.0,l2,212.50142292,197.0
Quarterback,2014,8,rbf,13,0.01,7.0,l2,255.0612309,226.0
Quarterback,2014,9,rbf,13,0.01,7.0,l2,215.59353951,180.0
Quarterback,2014,10,rbf,13,0.01,7.0,l2,246.43395001,157.0
Quarterback,2014,2,rbf,13,0.1,7.0,l2,171.17294467,188.0
Quarterback,2014,3,rbf,13,0.1,7.0,l2,181.07085844,227.0
Quarterback,2014,4,rbf,13,0.1,7.0,l2,144.22673437,163.0
Quarterback,2014,5,rbf,13,0.1,7.0,l2,217.57396066,209.0
Quarterback,2014,6,rbf,13,0.1,7.0,l2,232.12951239,237.0
Quarterback,2014,7,rbf,13,0.1,7.0,l2,214.92470157,197.0
Quarterback,2014,8,rbf,13,0.1,7.0,l2,258.75867567,226.0
Quarterback,2014,9,rbf,13,0.1,7.0,l2,216.88763086,180.0
Quarterback,2014,10,rbf,13,0.1,7.0,l2,249.05530464,157.0
Quarterback,2014,2,rbf,13,1,7.0,l2,186.20303261,188.0
Quarterback,2014,3,rbf,13,1,7.0,l2,195.74928156,227.0
Quarterback,2014,4,rbf,13,1,7.0,l2,138.20848559,163.0
Quarterback,2014,5,rbf,13,1,7.0,l2,216.07025056,209.0
Quarterback,2014,6,rbf,13,1,7.0,l2,235.27110154,237.0
Quarterback,2014,7,rbf,13,1,7.0,l2,216.15384608,197.0
Quarterback,2014,8,rbf,13,1,7.0,l2,272.37360017,226.0
Quarterback,2014,9,rbf,13,1,7.0,l2,222.82159192,180.0
Quarterback,2014,10,rbf,13,1,7.0,l2,253.84906469,157.0
